SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGY,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU
66644,7,2,2,63,,3,3,2,,,2,,1,1,,,5,6,,1,2,2,1,2,2,1,2,2,1,32647.16035,32536.71667,1,99,4,4,1.16,2,2,0,0,2,2,63,1,5,6,
66645,7,2,1,13,,5,6,2,13,157,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,6666.045669,7317.485505,3,90,13,13,,3,3,0,2,0,2,41,2,3,4,
66646,7,2,2,70,,3,3,2,,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,81416.37494,85457.00848,1,97,15,15,5,1,1,0,0,1,2,70,1,4,2,
66647,7,2,1,19,,3,3,1,19,229,2,,2,1,99,15,,,,1,2,2,1,2,2,1,2,2,1,110478.1808,109645.9646,2,101,3,3,1.15,2,1,0,0,0,1,20,2,4,5,
66648,7,2,2,7,,4,4,1,7,85,,,1,1,,0,,,,1,1,2,1,2,2,,,,,10654.94411,10939.99382,1,100,4,4,0.99,2,2,0,1,0,1,36,2,4,4,
66649,7,2,2,53,,4,4,1,,,2,,1,1,,,4,4,,1,2,2,1,2,2,1,2,2,1,15521.11575,15096.3397,2,100,7,7,1.34,5,5,0,2,0,2,53,1,4,4,
66650,7,2,1,25,,4,4,1,,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,16088.355,16260.03483,1,96,1,1,0.2,2,2,0,0,0,1,25,1,2,5,
66651,7,2,1,10,,2,2,1,10,120,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,19735.22424,20204.31421,2,102,8,8,1.91,5,5,0,3,0,1,39,1,3,1,3
66652,7,2,1,17,,4,4,2,17,215,2,,1,1,,13,,,,1,2,2,1,2,2,1,2,2,1,9313.795042,9381.627752,1,96,77,77,,7,7,1,3,0,1,56,1,3,1,4
66653,7,2,1,42,,3,3,2,,,1,2,1,1,,,2,6,,1,2,2,1,2,2,1,2,2,1,19436.02609,20405.86612,2,97,5,5,1.08,3,3,0,1,0,2,45,1,4,6,
66654,7,2,1,47,,4,4,1,,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,28542.42107,28714.34628,2,101,5,5,1.5,2,2,0,0,0,1,47,1,4,3,
66655,7,2,2,39,,5,6,2,,,2,,2,2,5,,3,6,2,1,2,2,1,2,2,,,,,11608.99872,11632.70333,3,90,77,77,,7,7,1,2,0,1,41,2,3,6,
66656,7,1,2,41,,2,2,,,,2,,2,1,4,,2,3,3,2,2,2,1,2,2,,,,,34999.00715,0,1,90,1,1,0.32,2,2,0,1,0,2,41,2,2,3,
66657,7,2,2,16,,3,3,2,16,199,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,58352.45756,59447.87049,1,99,8,8,2.81,3,3,0,1,0,1,19,1,4,,
66658,7,2,2,14,,5,6,2,14,171,,,2,1,4,7,,,,1,1,2,1,2,2,1,2,2,1,10963.34088,11440.40896,2,91,15,15,5,4,4,0,2,1,2,56,1,5,1,5
66659,7,2,1,7,,1,1,2,7,93,,,1,1,,1,,,,1,1,2,1,2,2,,,,,18107.94777,18211.90239,1,97,10,10,2.32,6,6,0,4,0,1,42,1,4,1,4
66660,7,2,1,37,,4,4,2,,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,18289.79333,19167.64233,1,99,2,2,0.31,4,4,1,0,1,2,67,1,3,3,
66661,7,2,1,68,,3,3,2,,,1,2,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,20250.94459,20440.87102,2,95,6,6,1.36,3,3,0,0,2,2,60,1,5,1,4
66662,7,2,1,36,,3,3,2,,,1,1,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,18955.14712,22251.14245,1,90,2,2,0.63,2,2,0,0,1,1,36,1,4,5,
66663,7,2,1,62,,5,6,2,,,2,,2,1,9,,5,1,,1,2,2,1,2,2,1,2,2,1,9355.567184,9645.104203,2,97,15,15,5,2,2,0,0,1,2,58,2,5,1,5
66664,7,2,2,0,8,4,4,1,,10,,,1,1,,,,,,1,1,2,1,2,2,,,,,4439.36229,4769.277094,2,100,3,3,0.27,7,7,2,1,0,2,41,1,2,5,
66665,7,2,2,27,,3,3,1,,,2,,2,2,2,,5,1,2,1,2,2,1,2,2,1,2,2,1,116919.8718,121727.4226,2,92,10,8,4.59,2,1,0,0,0,2,27,2,5,1,
66666,7,2,1,1,17,3,3,2,,18,,,1,1,,,,,,1,1,2,1,2,2,,,,,28617.22313,30780.73249,1,101,3,3,0.63,3,3,1,0,0,2,47,1,1,3,
66667,7,2,2,11,,3,3,2,12,144,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,80369.55582,80128.10329,1,97,15,15,5,4,4,1,1,0,2,33,1,5,1,3
66668,7,2,2,64,,3,3,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,99831.39362,101809.0756,1,100,15,15,5,2,2,0,0,2,1,79,1,5,1,4
66669,7,2,2,63,,3,3,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,137143.404,141946.8412,2,91,15,15,5,2,2,0,0,2,1,65,1,5,1,5
66670,7,2,1,53,,5,6,2,,,2,,2,2,4,,5,1,,1,2,1,1,2,2,1,2,1,3,13537.09244,13488.18875,1,90,8,8,1.43,7,7,2,0,0,1,23,2,4,1,3
66671,7,2,1,46,,2,2,1,,,2,,2,1,5,,5,1,,1,2,2,1,2,2,1,2,2,1,28726.57543,29019.71915,2,100,14,14,3.58,4,4,0,1,0,1,46,2,5,1,5
66672,7,2,1,60,,1,1,2,,,1,1,1,1,,,5,1,,1,2,2,1,2,2,2,2,2,2,8961.035147,9135.681188,2,94,15,15,5,2,2,0,0,1,1,60,1,5,1,5
66673,7,2,2,25,,2,2,1,,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,50915.06085,50887.68333,3,92,9,9,2.22,5,5,1,0,2,1,66,2,1,1,1
66674,7,2,2,80,,3,3,1,,,2,,1,1,,,1,3,,1,2,2,1,2,2,1,2,2,,35334.70309,40990.26479,1,101,3,3,0.9,1,1,0,0,1,2,80,1,1,3,
66675,7,2,1,4,,2,2,1,4,54,,,1,1,,,,,,2,1,2,1,2,2,,,,,18754.85406,20094.47257,2,102,6,6,1.12,4,4,1,1,0,1,38,2,2,1,3
66676,7,2,2,10,,4,4,1,10,129,,,1,1,,4,,,,1,1,2,1,1,2,1,2,2,1,8362.256577,9003.967662,2,100,5,1,0,3,1,0,1,0,2,50,1,2,5,
66677,7,2,2,18,,2,2,2,18,219,2,,1,1,,13,,,,1,2,2,2,2,2,1,2,2,1,18368.8722,19023.18637,2,91,10,10,2.95,4,4,0,1,0,2,18,1,3,,
66678,7,2,1,21,,3,3,1,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,137038.7462,146586.433,2,101,4,3,0.92,2,1,0,0,0,1,21,1,4,5,
66679,7,2,1,30,,5,6,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,21280.19963,23174.19943,1,97,15,15,4.84,6,6,2,0,0,1,53,,,1,
66680,7,2,2,56,,4,4,2,,,2,,2,1,7,,4,1,,1,2,2,1,2,2,1,2,2,1,15892.01386,19604.05653,3,90,12,12,,2,2,0,0,0,2,56,2,4,1,5
66681,7,2,2,23,,4,4,1,,,2,,1,1,,,4,6,1,1,2,2,1,2,2,1,2,2,1,26999.6432,25671.57275,2,102,5,3,0.63,5,4,2,1,0,1,24,1,4,6,
66682,7,2,2,6,,2,2,1,6,74,,,1,1,,0,,,,2,1,2,1,2,2,,,,,14580.9944,14937.78024,2,93,4,4,0.97,3,3,0,1,0,1,38,2,3,1,3
66683,7,2,1,58,,4,4,1,,,2,,1,1,,,2,4,,1,2,2,1,2,2,1,2,2,,27609.8026,29259.76627,2,101,10,10,2.91,4,4,0,1,0,2,51,1,2,5,
66684,7,2,1,16,,5,6,1,16,193,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,7669.677276,8194.5967,2,92,15,15,4.59,4,4,0,2,0,2,48,1,5,1,5
66685,7,2,1,29,,1,1,1,,,2,,2,2,5,,2,6,,2,2,2,2,2,2,2,2,2,2,33592.25959,37970.44686,1,103,13,13,,4,4,2,0,0,2,27,2,2,6,
66686,7,2,1,50,,3,3,1,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,130229.1839,130070.3879,2,103,77,77,,2,1,0,0,0,1,50,1,5,5,
66687,7,2,2,53,,2,2,1,,,2,,2,1,6,,5,5,,1,2,2,1,2,2,1,2,2,1,22969.11605,23497.14566,2,93,10,10,5,1,1,0,0,0,2,53,2,5,5,
66688,7,2,2,19,,5,7,1,19,230,2,,1,1,,15,,,,1,2,2,1,2,2,,,,,15318.95288,15275.78841,1,98,2,1,0.18,4,1,0,0,0,2,20,,,5,
66689,7,1,2,71,,1,1,,,,2,,2,2,6,,1,1,,2,2,2,1,2,2,,,,,22927.30561,0,1,101,5,5,0.51,7,7,0,3,2,1,75,2,1,1,1
66690,7,2,1,65,,1,1,1,,,2,,2,2,7,,1,1,,2,2,2,2,2,2,2,2,2,2,14067.17086,14844.98561,2,102,4,4,0.67,4,4,0,0,2,2,20,1,1,,
66691,7,2,1,1,20,4,4,1,,20,,,1,1,,,,,,1,1,2,1,2,2,,,,,10232.67967,10655.49535,2,97,7,7,1.72,5,5,1,2,0,1,32,1,4,1,4
66692,7,2,2,1,17,1,1,1,,18,,,1,1,,,,,,2,1,2,1,2,2,,,,,11582.17442,12474.05356,2,102,5,5,0.59,7,7,1,3,0,1,37,2,1,6,
66693,7,2,1,18,,5,6,2,19,229,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,11506.9374,12095.74021,1,97,9,9,1.78,6,6,0,1,1,1,45,2,3,1,3
66694,7,2,1,1,13,2,2,2,,14,,,1,1,,,,,,1,1,2,1,2,2,,,,,10487.35151,11236.44026,2,95,14,14,4.45,3,3,1,0,0,2,29,1,5,1,5
66695,7,2,1,60,,3,3,2,,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,21102.44101,21214.57064,1,98,2,2,0.67,1,1,0,0,1,1,60,1,3,3,
66696,7,2,1,11,,3,3,2,11,137,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,,19926.44092,21167.33998,1,94,7,7,0.94,7,7,1,4,0,2,46,2,5,1,5
66697,7,2,2,13,,3,3,1,13,161,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,61800.07471,62604.35549,1,102,8,8,1.6,7,7,0,4,0,2,39,1,4,1,4
66698,7,2,1,21,,3,3,2,,,2,,2,1,6,,4,5,,1,2,2,1,2,2,1,2,2,1,100807.0767,102674.4312,1,97,15,15,5,4,4,0,0,1,1,60,1,5,1,5
66699,7,2,1,33,,3,3,1,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,105412.2277,111169.022,2,101,7,7,1.88,4,4,0,2,0,2,36,1,4,1,5
66700,7,2,1,10,,4,4,1,10,124,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,7005.767895,7244.406666,2,95,15,15,3.85,7,7,0,3,1,2,62,1,4,2,
66701,7,2,1,75,,2,2,1,,,2,,2,1,8,,1,1,,2,2,2,1,2,2,1,2,2,,13928.29373,14290.36557,2,92,5,5,1.36,2,2,0,0,2,1,75,2,1,1,1
66702,7,2,1,47,,4,4,2,,,2,,1,1,,,3,5,,1,2,2,,,,1,2,2,1,18533.04964,19445.72261,1,99,13,13,,4,4,1,0,0,2,26,1,4,4,
66703,7,2,1,2,,5,7,1,2,28,,,1,1,,,,,,1,1,2,1,2,2,,,,,8375.75457,9394.325143,2,95,15,15,5,3,3,1,0,0,1,50,1,5,1,
66704,7,1,2,28,,4,4,,,,2,,1,1,,,4,5,3,1,2,2,1,2,2,,,,,15967.10615,0,2,103,1,1,0.04,2,2,0,1,0,2,28,1,4,5,
66705,7,2,2,3,,4,4,2,3,36,,,1,1,,,,,,1,1,2,1,2,2,,,,,9727.363166,10265.54108,2,97,3,3,0.4,6,6,2,3,0,2,25,1,2,5,
66706,7,2,1,8,,5,6,2,8,102,,,2,1,3,2,,,,1,1,2,1,2,2,1,2,2,1,7923.925927,8546.646915,1,94,7,7,1.79,4,4,0,1,0,1,59,2,4,1,4
66707,7,2,1,13,,1,1,1,13,161,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,24902.86405,25040.49157,1,94,5,5,0.94,4,4,0,2,0,2,37,2,3,1,2
66708,7,2,2,55,,4,4,1,,,2,,1,1,,,5,1,,1,2,2,1,2,2,,,,,20842.96036,20272.53807,3,91,12,12,,2,2,0,0,0,1,52,1,5,1,5
66709,7,1,1,57,,3,3,,,,2,,1,1,,,2,1,,1,2,2,1,2,2,,,,,19478.84508,0,2,95,2,2,0.46,3,3,0,0,0,2,48,1,2,1,2
66710,7,2,1,66,,5,6,2,,,2,,2,1,3,,5,1,,1,2,2,1,2,2,1,2,2,1,9082.311855,9548.677283,1,96,7,7,1.83,3,3,0,0,1,1,66,2,5,1,3
66711,7,1,2,11,,5,6,,,,,,1,1,,6,,,,1,1,2,1,2,2,,,,,5885.567617,0,1,93,9,9,1.77,7,7,0,2,0,2,56,,,5,
66712,7,2,1,31,,5,6,2,,,2,,2,1,4,,5,5,,1,2,2,1,2,2,1,2,2,1,14221.33059,14963.40651,3,90,12,12,,4,4,0,0,1,1,62,2,4,3,
66713,7,2,2,60,,3,3,1,,,2,,2,1,6,,2,1,,1,2,2,1,2,2,1,2,2,,35354.77353,36055.1594,2,103,5,5,1.2,3,3,0,0,2,1,66,2,2,1,2
66714,7,2,2,21,,1,1,1,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,54951.69245,55140.36098,2,102,15,15,3.92,5,5,0,0,0,1,19,1,4,,
66715,7,2,1,64,,4,4,1,,,1,1,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,9535.353518,9609.942052,2,101,9,9,4.08,2,2,0,0,2,2,67,1,5,1,3
66716,7,2,1,30,,4,4,1,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,21317.28317,21013.42242,2,96,4,4,0.65,5,5,0,3,0,1,30,1,4,1,2
66717,7,2,2,23,,2,2,2,,,2,,1,1,,,2,6,3,1,2,2,1,2,2,1,2,2,1,35710.33222,42634.35027,1,90,3,3,0.43,4,4,2,0,0,1,31,1,3,6,
66718,7,2,2,56,,3,3,2,,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,36950.91261,36817.49814,1,97,3,3,1.16,1,1,0,0,0,2,56,1,3,3,
66719,7,2,2,9,,3,3,2,9,111,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,55469.65672,57246.42897,1,101,9,9,2.6,4,4,0,2,0,2,38,1,4,1,4
66720,7,2,1,58,,4,4,2,,,2,,2,1,6,,3,1,,1,2,2,1,2,2,1,2,2,1,15044.51588,14996.53089,3,90,15,15,4.89,5,5,0,0,0,2,57,2,3,1,3
66721,7,2,2,47,,5,6,2,,,2,,2,2,6,,5,1,,1,2,2,1,2,2,1,2,2,1,12977.79194,13644.50413,2,100,15,15,5,3,3,0,1,0,1,48,2,5,1,5
66722,7,2,2,41,,3,3,2,,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,110070.0156,114078.7985,3,91,15,15,5,4,4,1,1,0,2,41,1,5,1,5
66723,7,2,1,14,,4,4,1,14,178,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,17606.16599,18260.90125,2,101,6,6,0.96,5,5,0,4,0,2,36,1,4,4,
66724,7,2,1,31,,3,3,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,22188.83674,23630.94154,1,95,6,6,1.35,3,3,1,0,0,1,31,1,5,1,5
66725,7,2,1,57,,3,3,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,124263.6437,125259.2296,2,95,8,8,3.53,2,2,0,0,0,1,57,1,4,1,4
66726,7,2,1,18,,5,7,2,18,217,2,,1,1,,11,,,,1,2,2,1,2,2,1,2,2,1,21852.10282,22875.02458,3,91,5,5,0.65,7,7,0,4,0,2,39,1,3,4,
66727,7,2,1,11,,5,7,2,11,135,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,8246.426933,9050.014459,1,99,10,10,3.51,3,3,0,1,0,2,44,1,3,1,5
66728,7,2,2,71,,5,6,1,,,2,,2,1,4,,3,1,,1,2,1,1,2,1,1,2,1,,13750.49328,15781.17539,2,92,4,4,1.14,2,2,0,0,2,1,72,2,3,1,3
66729,7,2,2,64,,3,3,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,137143.404,141946.8412,2,91,15,15,5,2,2,0,0,2,1,68,1,5,1,5
66730,7,2,1,9,,5,7,1,9,117,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,11661.90932,12350.14948,1,92,15,15,5,4,4,0,2,0,1,41,2,5,1,5
66731,7,2,1,46,,3,3,2,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,117009.5577,134978.4081,2,99,14,14,5,1,1,0,0,0,1,46,1,5,5,
66732,7,2,1,16,,5,6,1,16,200,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,9099.087557,9564.682199,2,102,12,12,,3,3,0,1,0,1,57,2,5,1,5
66733,7,2,2,80,,4,4,1,,,2,,1,1,,,5,1,,1,2,2,1,2,2,,,,,20131.90478,20903.5903,1,92,15,15,5,2,2,0,0,2,2,80,1,5,1,
66734,7,2,2,16,,5,6,1,16,201,,,1,1,,10,,,,1,2,2,1,2,1,1,2,2,1,5760.953091,5914.685125,2,92,8,8,1.91,5,5,0,2,1,2,47,2,1,1,3
66735,7,2,1,24,,5,7,1,,,2,,2,1,4,,4,5,,1,2,2,1,2,2,1,2,2,1,27271.75109,27454.88413,2,101,6,4,1.74,3,1,0,0,0,1,21,1,4,5,
66736,7,2,2,55,,5,6,2,,,2,,2,1,6,,5,1,,1,2,2,1,2,2,1,2,2,1,16178.54595,16391.32899,1,93,15,15,5,3,3,0,0,1,1,63,1,5,1,5
66737,7,2,2,14,,2,2,2,14,173,,,1,1,,8,,,,1,1,2,2,2,2,1,2,2,1,15087.58237,15620.0495,1,96,15,15,5,4,4,0,2,0,1,36,2,3,1,4
66738,7,2,1,59,,2,2,2,,,2,,2,1,9,,5,1,,1,2,2,1,2,2,,,,,27240.27633,26969.79863,1,90,15,15,5,2,2,0,0,1,2,63,1,5,1,5
66739,7,2,1,9,,5,6,1,9,116,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,5438.768263,5891.907372,2,92,15,15,5,4,4,0,2,0,2,41,1,5,1,5
66740,7,2,2,0,7,3,3,1,,8,,,1,1,,,,,,1,1,2,1,2,2,,,,,20899.68108,21326.97273,1,92,10,10,2.1,6,6,1,1,0,2,29,1,4,1,2
66741,7,2,2,73,,3,3,2,,,2,,2,1,8,,4,3,,1,2,2,1,2,2,1,2,2,,19901.85718,20582.49802,2,94,1,1,0.08,1,1,0,0,1,2,73,2,4,3,
66742,7,2,1,4,,4,4,2,4,56,,,1,1,,,,,,1,1,2,1,2,2,,,,,7431.820906,7738.904727,1,99,7,7,1.53,5,5,2,0,0,2,37,1,4,1,3
66743,7,2,2,68,,2,2,1,,,2,,2,2,4,,1,4,,2,2,2,2,2,2,2,2,1,2,8725.210615,9440.710379,2,93,4,4,0.94,3,3,0,1,1,2,68,2,1,4,
66744,7,2,1,80,,3,3,1,,,1,1,1,1,,,2,2,,1,2,2,1,2,2,1,2,2,,10479.63787,11727.84305,2,98,77,77,,1,1,0,0,1,1,80,1,2,2,
66745,7,2,2,16,,1,1,1,16,197,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,26325.41446,27702.29584,3,92,10,10,3.77,3,3,0,1,0,2,52,1,4,6,
66746,7,2,2,23,,3,3,1,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,97925.55949,100647.6027,1,94,6,6,1.31,3,3,0,0,0,2,46,1,5,6,
66747,7,2,1,59,,3,3,1,,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,152467.088,157587.2684,1,94,9,9,3.97,2,2,0,0,0,1,59,1,3,5,
66748,7,2,1,73,,5,7,1,,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,,9662.124837,9885.036833,2,92,3,3,1.01,1,1,0,0,1,1,73,1,4,3,
66749,7,2,2,56,,4,4,2,,,2,,1,1,,,3,4,,1,2,2,1,2,2,1,2,2,1,16741.03488,16841.71265,2,95,2,2,0.7,1,1,0,0,0,2,56,1,3,4,
66750,7,2,2,73,,2,2,2,,,2,,2,1,6,,2,3,,2,2,2,1,2,2,2,2,2,,20922.7451,23195.94322,1,93,15,15,2.96,7,7,0,1,1,2,18,1,2,,
66751,7,2,2,9,,5,6,2,9,114,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,,7722.982971,8635.133042,1,93,8,8,2.24,4,4,0,2,0,1,44,2,5,1,4
66752,7,2,2,51,,4,4,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,21491.09012,20964.32493,1,97,14,14,5,3,3,0,0,0,2,51,1,5,1,4
66753,7,2,2,2,,3,3,2,2,27,,,1,1,,,,,,1,1,2,1,2,2,,,,,20820.22185,22126.06002,1,95,6,6,0.81,6,6,2,2,0,1,30,1,3,1,4
66754,7,2,1,47,,4,4,2,,,1,1,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,1,19371.54633,19651.18671,2,95,12,12,,2,2,0,1,0,1,47,1,4,2,
66755,7,2,2,33,,1,1,2,,,2,,2,2,3,,1,6,3,2,2,2,2,2,2,1,2,2,2,27127.98396,26396.01396,2,90,6,6,0.96,5,5,1,1,0,1,39,2,2,1,
66756,7,1,1,11,,2,2,,,,,,1,1,,5,,,,1,1,2,1,2,2,,,,,11567.18901,0,2,90,14,14,3.06,5,5,1,2,0,1,42,1,4,1,5
66757,7,1,2,59,,5,6,,,,2,,2,1,99,,5,1,,1,2,1,1,2,1,,,,,12649.08428,0,3,90,77,77,,2,2,0,0,1,1,65,2,3,1,5
66758,7,2,2,80,,3,3,2,,,1,1,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,60071.9932,65791.5334,1,95,99,99,,1,1,0,0,1,2,80,1,4,2,
66759,7,2,2,57,,4,4,2,,,2,,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,1,12449.93201,12144.77342,3,90,7,7,2.23,3,3,0,0,0,2,51,1,4,3,
66760,7,1,2,32,,4,4,,,,2,,1,1,,,2,1,3,1,2,2,1,2,2,,,,,25241.48759,0,2,97,3,3,0.33,6,6,2,0,0,2,32,1,2,1,3
66761,7,2,1,2,,2,2,1,2,28,,,1,1,,,,,,2,1,2,2,2,2,,,,,10057.66177,10071.25205,2,93,12,77,,3,1,1,1,0,2,43,1,5,3,
66762,7,2,1,16,,4,4,2,16,195,,,1,1,,9,,,,1,2,2,1,2,2,1,2,2,1,11252.38865,11221.86226,1,99,7,7,1.89,3,3,0,1,0,1,50,1,5,1,2
66763,7,2,2,80,,3,3,2,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,54095.58148,61529.33968,2,91,7,7,1.61,4,4,0,0,3,1,65,1,3,6,
66764,7,2,1,2,,1,1,1,2,35,,,1,1,,,,,,1,1,2,1,2,2,,,,,12005.11685,11690.42032,3,92,14,14,2.29,7,7,2,0,0,2,50,2,1,1,9
66765,7,2,1,80,,3,3,1,,,2,,1,1,,,3,2,,1,1,2,1,1,2,,,,,40859.27035,45390.97864,2,101,8,8,4.22,1,1,0,0,1,1,80,1,3,2,
66766,7,2,1,39,,3,3,2,,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,94698.08421,103561.8453,1,101,14,14,4.5,3,3,0,1,0,1,39,1,2,1,5
66767,7,2,2,1,21,1,1,1,,21,,,1,1,,,,,,1,1,2,1,2,2,,,,,12260.86913,13033.83453,3,92,5,5,0.81,5,5,3,0,0,2,23,1,4,5,
66768,7,2,2,7,,4,4,1,7,85,,,1,1,,0,,,,1,1,2,1,2,2,,,,,8282.497467,8610.715242,2,96,4,4,0.57,6,6,0,3,0,2,29,1,3,4,
66769,7,2,2,24,,4,4,2,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,18101.42382,17611.87415,2,99,9,9,2.43,4,4,0,2,0,2,49,1,3,3,
66770,7,2,2,22,,3,3,2,,,2,,1,1,,,4,6,2,1,2,2,1,2,2,1,2,2,1,59974.23303,60510.44356,2,97,6,6,2.85,2,1,0,0,0,1,22,1,3,6,
66771,7,2,2,31,,2,2,2,,,2,,2,2,5,,5,1,2,1,2,2,1,2,2,1,2,2,1,37439.74335,39040.41519,1,98,3,3,0.4,7,7,2,3,0,2,31,2,5,1,2
66772,7,2,1,0,9,3,3,2,,9,,,1,1,,,,,,1,1,2,1,2,2,,,,,7907.070371,7770.374311,2,95,2,2,0.26,3,3,1,0,0,2,54,1,3,2,
66773,7,1,1,24,,4,4,,,,2,,2,2,2,,4,5,,1,2,2,1,2,2,,,,,16052.58305,0,2,99,77,77,,3,3,0,1,0,2,46,,,77,
66774,7,2,2,17,,1,1,1,18,216,2,,2,2,4,11,,,,1,2,2,1,2,2,1,2,2,1,26325.41446,26852.81111,3,92,13,13,,4,4,0,2,0,2,50,2,1,5,
66775,7,2,1,7,,1,1,2,7,95,,,1,1,,2,,,,2,1,2,2,2,2,,,,,15039.04145,16539.35823,3,91,7,7,1.23,6,6,2,2,0,1,36,2,1,1,1
66776,7,2,2,2,,4,4,1,2,27,,,1,1,,,,,,1,1,2,1,2,2,,,,,7382.686927,8250.113235,2,100,14,14,4.59,3,3,1,0,0,1,30,,,1,4
66777,7,2,1,39,,2,2,1,,,2,,2,1,3,,1,1,,2,2,2,1,2,2,2,2,1,2,37631.51487,37347.49793,2,93,3,3,0.43,4,4,0,0,0,1,45,2,2,6,
66778,7,2,1,11,,4,4,2,11,142,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,14125.86215,14370.90924,1,97,15,15,5,4,4,0,1,0,1,40,1,4,1,4
66779,7,2,1,14,,5,6,1,14,176,,,1,1,,8,,,,1,1,2,1,2,1,1,2,2,1,6121.087833,6878.034577,2,92,3,3,0.4,6,6,0,1,2,1,78,2,1,1,1
66780,7,2,1,0,2,1,1,1,,2,,,1,1,,,,,,2,1,2,2,2,2,,,,,5588.585837,5533.355248,1,102,6,6,0.8,7,7,3,3,0,2,34,2,3,1,1
66781,7,2,1,68,,2,2,2,,,2,,2,1,8,,4,1,,1,2,2,1,2,2,1,2,2,1,11243.20511,11633.33771,1,90,4,4,1.12,2,2,0,0,2,1,68,2,4,1,1
66782,7,2,2,19,,4,4,2,19,236,2,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,10848.62891,11198.22104,1,99,4,4,0.41,7,7,2,4,0,2,43,1,4,4,
